runKey,partyId,partyProfile,partyKind,agent,seedIndex,decisionIndex,date,phase,eventId,eventTitle,eventCategory,eventImportance,optionsCount,choiceId,choiceLabel,choiceTag,choiceStrategy,outcomeId,outcomeTitle,narrative,narrativeLength,visibleEffectsCount,decisiveFactorsCount,statementEvolution,pollBefore,pollAfter,pollDelta,rankBefore,rankAfter,intensityEstimate,isChain,isRare
lfi:aleatoire:0,lfi,lfi,existing,aleatoire,0,11,2026-09-06,campaign,campaign_budget_arbitration,Le budget impose trois renoncements,campaign,major,3,budget_emergency_fundraising,Lancer une collecte publique en publiant le besoin et chaque dépense prévue,RISQUÉ,grassroots_mobilization,budget_donors_answer,La collecte finance la dernière ligne droite,"Les petits dons dépassent l’objectif et les comptes publiés rassurent. La campagne sauve son calendrier, au prix de trois jours entièrement consacrés à l’argent.",161,3,0,,12.59,12.7,0.11,2,2,5,false,false
lfi:aleatoire:0,lfi,lfi,existing,aleatoire,0,12,2026-09-24,campaign,party_lfi_identity,LFI choisit entre mouvement et candidat,party,major,3,lfi_identity_candidate,Centraliser la parole autour dAriane Valmont et limiter les tracts aux textes validés,PRÉSIDENTIEL,internal_discipline,lfi_identity_candidate_centered,La candidature prend le pas sur le mouvement,Les interventions deviennent cohérentes et Ariane Valmont gagne en stature nationale. Les groupes daction les plus anciens réduisent leurs initiatives et demandent des garanties pour laprès-présidentielle.,205,3,0,,12.7,14.7,2,2,1,5,false,false
lfi:aleatoire:0,lfi,lfi,existing,aleatoire,0,13,2026-10-12,campaign,alliance_poach_rival_cadre,Un cadre écologiste tenté par un ralliement,alliance,notable,3,poach_rival_cadre_private_talks,"Négocier en privé, sans aucune annonce avant un accord ferme",SECRET,negotiation,poach_rival_cadre_private,Une négociation discrète,"La discrétion protège la cadre concernée et évite une confrontation prématurée avec son mouvement. Rien n’est acquis, et une fuite dans la presse reste possible à tout moment.",175,1,0,,14.7,12.99,-1.71,1,1,3,false,false
lfi:aleatoire:0,lfi,lfi,existing,aleatoire,0,14,2026-10-27,campaign,campaign_overseas_trip,Le déplacement en Guadeloupe engage,campaign,major,3,overseas_price_observatory,Renforcer l’observatoire des prix et publier les marges par filière,TRANSPARENT,legal_action,overseas_margins_visible,Les marges deviennent un objet politique,"La publication promise reçoit un soutien large et inquiète plusieurs distributeurs. Vous gagnez sur la transparence, sans pouvoir garantir une baisse immédiate des prix.",169,2,0,,12.99,13.07,0.09,1,1,5,false,false
lfi:aleatoire:0,lfi,lfi,existing,aleatoire,0,15,2026-11-11,campaign,scandal_family_hire,La directrice a recruté son frère,scandal,major,3,family_hire_defend,Défendre le recrutement sur la seule compétence et conserver les mêmes règles d’achats,LOYAL,internal_discipline,family_hire_defended,La compétence n’efface pas le lien familial,"Les preuves de travail empêchent de parler d’emploi fictif, mais votre refus de modifier la procédure laisse le conflit d’intérêts intact. La loyauté envers Anaïs Vercel devient un coût de crédibilité.",201,3,0,,13.07,13.02,-0.05,1,1,5,false,false
lfi:aleatoire:0,lfi,lfi,existing,aleatoire,0,16,2026-11-25,campaign,world_housing_protest,Les tentes encerclent la préfecture,world,,3,housing_protest_requisition,Proposer la réquisition temporaire des bureaux publics vacants avec accompagnement social,CLIVANT,policy_commitment,housing_protest_requisition_plan,Des bureaux vacants deviennent hébergement,La mesure offre une réponse immédiate et juridiquement encadrée à une partie des familles. Elle ne remplace pas les logements pérennes et ouvre un conflit avec les gestionnaires des bâtiments concernés.,202,4,0,initial_position,13.02,16.7,3.68,1,1,3,false,false
lfi:aleatoire:0,lfi,lfi,existing,aleatoire,0,17,2026-12-11,official_campaign,scandal_donation_route,Un virement suit un trajet complexe,scandal,major,3,donation_route_verify,Geler le don sur un compte séparé et demander les justificatifs complets avant décision,TECHNIQUE,legal_action,donation_route_escrow,Le don reste inutilisable sous contrôle,"Les pièces établissent après quelques jours l’identité et les revenus du donateur fictif. Vous pouvez conserver le montant, mais la campagne n’a pas pu le dépenser pendant une période financière tendue.",202,2,0,,16.7,13.09,-3.61,1,1,5,false,false
lfi:aleatoire:0,lfi,lfi,existing,aleatoire,0,18,2027-01-01,official_campaign,alliance_fictional_celebrity,Une chanteuse veut soutenir la campagne,alliance,,3,celebrity_support_housing_forum,"Transformer le concert en forum sur le logement avec associations, étudiants et élus locaux",POPULAIRE,grassroots_mobilization,celebrity_support_housing_forum,La scène devient forum du logement,L’artiste ouvre la soirée puis laisse les acteurs du terrain confronter vos propositions. La couverture est moins centrée sur sa notoriété et produit plusieurs engagements locaux crédibles.,189,4,0,,13.09,13.44,0.34,1,1,4,false,false
lfi:aleatoire:0,lfi,lfi,existing,aleatoire,0,19,2027-01-17,official_campaign,debate_unknown_question,La question venue de Mayotte,debate,major,4,unknown_question_local_audit,Proposer un audit de quatre semaines mené avec les élus et les services publics de Mayotte,INSTITUTIONNEL,long_term_strategy,unknown_question_audit_committed,Un audit territorial remplace le chiffre improvisé,"Vous ne prétendez pas résoudre le dossier en direct et décrivez une méthode associant les acteurs locaux. Le délai paraît sérieux, mais la questionneuse attendait aussi une réponse sur l’urgence immédiate.",205,3,0,,13.44,13.65,0.21,1,1,5,false,false
lfi:aleatoire:0,lfi,lfi,existing,aleatoire,0,20,2027-02-02,official_campaign,party_lfi_electorate,Les abstentionnistes demandent une preuve,party,,3,lfi_electorate_vote_ultimatum,Présenter le scrutin comme la dernière chance dappliquer le programme de rupture,OFFENSIF,media_response,lfi_electorate_last_chance,Lurgence mobilise les convaincus et braque les sceptiques,Le message augmente la participation de votre socle le plus engagé. Les abstentionnistes rencontrés y entendent précisément la pression morale quils refusaient.,160,3,0,,13.65,14.7,1.05,1,1,4,false,false
lfi:aleatoire:0,lfi,lfi,existing,aleatoire,0,21,2027-02-23,official_campaign,scandal_consultant_contract,Le contrat du conseiller est publié,scandal,major,3,consultant_contract_waive,Annuler la prime d’un commun accord et publier la liste complète des livrables reçus,TRANSPARENT,legal_action,consultant_contract_bonus_cancelled,La rémunération revient aux prestations,Léonard Pujol renonce à la clause contre le paiement du travail déjà documenté. La publication des livrables montre ce que la campagne a acheté et réduit la polémique sans effacer le mauvais choix initial. L’audit promis à Mayotte publie ses premières priorités sur l’eau et les services.,288,4,0,,14.7,14.19,-0.51,1,1,5,false,false
lfi:aleatoire:0,lfi,lfi,existing,aleatoire,0,22,2027-03-16,official_campaign,internal_spokesperson_mistake,La porte-parole annonce trop tôt,internal,,3,spokesperson_adopt,Adopter immédiatement la baisse annoncée et demander à léquipe budgétaire de la financer,OPPORTUNISTE,program_shift,spokesperson_error_becomes_policy,L’erreur devient une mesure officielle,La proposition suscite un accueil favorable chez les salariés concernés et évite un démenti humiliant. Le financement improvisé affaiblit votre discipline budgétaire et donne aux porte-parole un précédent dangereux.,215,2,0,,14.19,14.29,0.09,1,1,3,false,false
lfi:aleatoire:0,lfi,lfi,existing,aleatoire,0,23,2027-03-31,official_campaign,program_secularism,La laïcité à l’épreuve du quotidien,program,major,3,secularism_extend_ban,Élargir l’interdiction des signes religieux ostensibles aux universités,CLIVANT,policy_commitment,secularism_university_extension,Un cadre étendu à l’enseignement supérieur,La mesure est saluée comme une clarification par une partie de l’électorat attachée à une laïcité stricte. Des organisations étudiantes et des juristes contestent sa conformité avec la liberté universitaire.,207,5,0,abrupt_reversal,14.29,13.62,-0.67,1,1,5,false,false
lfi:aleatoire:0,lfi,lfi,existing,aleatoire,0,24,2027-04-17,between_rounds,party_lfi_alliance,Les Écologistes proposent un pacte urbain,party,major,3,lfi_alliance_three_measures,Soutenir trois mesures communes sans suspendre le débat sur lEurope,TRANSPARENT,compromise,lfi_alliance_green_measures,Trois mesures survivent au désaccord européen,"La coopération reste programmatique et les deux partis assument leur divergence. Les équipes locales disposent de moins de moyens communs, mais la relation saméliore sans ambiguïté.",181,3,0,,13.62,13.5,-0.12,1,1,5,false,false
lfi:aleatoire:0,lfi,lfi,existing,aleatoire,0,25,2027-04-18,between_rounds,runoff_final_debate,Le débat de lentre-deux-tours,between_rounds,decisive,4,final_debate_admit_compromises,Nommer deux compromis consentis à vos alliés et les limites que vous refusez de franchir,TRANSPARENT,alliance,final_debate_coalition_boundaries,La coalition montre ses coutures,"Les concessions deviennent compréhensibles et les frontières rassurent votre socle. Ladversaire perd largument dune majorité cachée, tandis que certains alliés contestent une limite annoncée sans eux.",200,2,0,,13.5,13.65,0.15,1,1,6,false,false
lfi:aleatoire:0,lfi,lfi,existing,aleatoire,0,26,2027-04-20,between_rounds,runoff_last_hours,Les dernières heures autorisées,between_rounds,decisive,3,last_hours_address,Enregistrer une adresse courte résumant les trois engagements inchangés depuis le premier tour,PRÉSIDENTIEL,media_response,last_hours_consistent_address,Trois engagements ferment la campagne,La conclusion ne crée aucune controverse et rappelle ce qui a survécu aux alliances et aux débats. Elle renforce la cohérence perçue sans provoquer de dernier mouvement spectaculaire.,183,2,0,,13.65,13.95,0.29,1,1,6,false,false
lfi:aleatoire:0,lfi,lfi,existing,aleatoire,0,27,2027-04-22,between_rounds,party_lfi_runoff,LFI doit élargir sans se renier,party,decisive,3,lfi_runoff_full_program,Refuser toute modification et demander un ralliement sur lintégralité du programme,LOYAL,long_term_strategy,lfi_runoff_no_concession,Le second tour reste celui du programme initial,La cohérence mobilise très fortement votre base et laisse les électeurs alliés sans garantie nouvelle. Le résultat dépend davantage du rejet de ladversaire que de votre capacité à construire une majorité.,204,2,0,,13.95,14.14,0.19,1,1,6,false,false
lfi:aleatoire:0,lfi,lfi,existing,aleatoire,0,28,2027-04-24,between_rounds,runoff_vote_transfers,Les reports refusent la mécanique,between_rounds,major,3,vote_transfers_local_meetings,Organiser six réunions dirigées par les anciens candidats et répondre sans modifier le programme,INSTITUTIONNEL,grassroots_mobilization,vote_transfers_listening_tour,Les anciens candidats deviennent passeurs,Les réunions donnent aux soutiens éliminés un rôle actif et permettent dexpliquer les points communs. Les reports progressent par confiance plus que par concession programmatique.,179,2,0,,14.14,11.8,-2.34,1,3,5,false,false
lfi:aleatoire:0,lfi,lfi,existing,aleatoire,0,29,2027-04-26,government_epilogue,runoff_favorite_pressure,Deux points davance à cinq jours,between_rounds,,3,favorite_pressure_presidential,Prononcer une adresse de rassemblement sans nouvelle mesure ni attaque personnelle,PRÉSIDENTIEL,media_response,favorite_pressure_national_address,Le favori parle déjà à tout le pays,Ladresse réduit votre rejet et rassure les électeurs modérés sur la stabilité du lendemain. Les militants les plus actifs regrettent un ton qui considère presque la victoire acquise.,182,3,0,,11.8,14.44,2.64,3,1,3,false,false
lfi:aleatoire:0,lfi,lfi,existing,aleatoire,0,30,2027-05-02,government_epilogue,government_balance,Quinze ministres pour une coalition,government,major,3,government_balance_small_team,Limiter le gouvernement à douze membres et fusionner les portefeuilles les plus proches,OFFENSIF,long_term_strategy,government_balance_small_cabinet,Douze membres donnent une image resserrée,La composition est lisible et réduit les négociations de postes. Les ministres héritent de champs immenses et plusieurs alliés exclus promettent de juger le gouvernement texte par texte.,186,2,0,,14.44,14.41,-0.03,1,1,5,false,false
lfi:aleatoire:0,lfi,lfi,existing,aleatoire,0,31,2027-05-03,finished,government_prime_minister,Le choix de Matignon,government,decisive,3,prime_minister_independent,Choisir une haute fonctionnaire fictive indépendante et lui demander une équipe resserrée,PRÉSIDENTIEL,long_term_strategy,prime_minister_independent_expert,Une indépendante prend la tête du gouvernement,La compétence administrative et le renouvellement plaisent au-delà de votre camp. Labsence de base politique oblige lÉlysée à conduire lui-même les négociations parlementaires.,176,3,0,,14.41,14.44,0.03,1,1,6,false,false
lfi:aleatoire:1,lfi,lfi,existing,aleatoire,1,1,2026-04-18,pre_campaign,media_front_page,La une vous prête un tournant,media,,3,front_page_balance,"Publier ensemble vos mesures pour l’investissement, les salaires et les droits des salariés",RASSEMBLEUR,media_response,front_page_balance_restored,Le tournant devient un contrat,"La publication simultanée empêche chaque camp de ne retenir qu’une moitié du projet. Elle ne satisfait pleinement ni les syndicats ni les dirigeants, mais rend la cohérence économique plus difficile à caricaturer.",213,2,0,initial_position,9.5,12.03,2.53,8,3,2,false,false
lfi:aleatoire:1,lfi,lfi,existing,aleatoire,1,2,2026-04-30,pre_campaign,internal_nomination_rules,Les règles de la liste commune,internal,,3,nomination_dual_leadership,Confier le programme aux courants et la logistique à une direction choisie par le candidat,INSTITUTIONNEL,compromise,nomination_dual_result,Deux légitimités apprennent à cohabiter,Le compromis sécurise le contenu et accélère l’organisation matérielle. Il crée aussi une frontière floue lorsqu’une décision de calendrier modifie le message politique.,169,2,0,,12.03,12.27,0.24,3,3,3,false,false
lfi:aleatoire:1,lfi,lfi,existing,aleatoire,1,3,2026-05-18,pre_campaign,party_lfi_local_asset,Saint-Denis ouvre ses réseaux associatifs,party,,2,lfi_local_commitments,Tenir six ateliers et signer un tableau dengagements avec les associations participantes,POPULAIRE,grassroots_mobilization,lfi_local_association_contract,Six soirées produisent un contrat local,"Les associations distinguent ce qui dépend de lÉtat, de la commune et du parti. Le travail mobilise des abstentionnistes et donne à LFI un ancrage moins dépendant du seul meeting.",179,4,0,,12.27,12.53,0.27,3,2,4,false,false
lfi:aleatoire:1,lfi,lfi,existing,aleatoire,1,4,2026-06-03,pre_campaign,campaign_official_launch,Le lancement depuis Saint-Denis,campaign,major,3,launch_territorial_voices,Confier la moitié du direct à trois militants de territoires différents,RASSEMBLEUR,grassroots_mobilization,launch_voices_shared,Les militants deviennent les visages,"Les témoignages de Lille, Marseille et la Guadeloupe circulent davantage que votre discours. La base se reconnaît dans la soirée, malgré un message national moins net.",167,3,0,,12.53,13.1,0.57,2,1,5,false,false
lfi:aleatoire:1,lfi,lfi,existing,aleatoire,1,5,2026-06-20,pre_campaign,campaign_volunteer_surge,Le siège déborde de bénévoles,campaign,notable,3,volunteers_weekend_canvass,Mobiliser immédiatement les volontaires pour un week-end de porte-à-porte,RISQUÉ,grassroots_mobilization,volunteers_weekend_wave,Le week-end couvre cent communes,"La vague militante produit des milliers de conversations et plusieurs erreurs de coordination. L’élan est réel, mais les équipes locales réclament désormais des règles communes.",177,3,0,,13.1,12.88,-0.22,1,2,3,false,false
lfi:aleatoire:1,lfi,lfi,existing,aleatoire,1,6,2026-07-02,pre_campaign,scandal_campaign_data,Un fichier militant sort du siège,scandal,decisive,3,campaign_data_notify,"Fermer le lien, notifier les personnes et la CNIL, puis publier le périmètre exact de l’exposition",TRANSPARENT,legal_action,campaign_data_incident_notified,Les personnes apprennent l’incident par la campagne,"La notification arrive avant toute exploitation connue et explique les mesures prises. La campagne subit une forte critique sur sa sécurité, mais respecte une procédure vérifiable et limite le risque futur.",206,3,0,,12.88,12.91,0.04,2,2,6,false,false
lfi:aleatoire:1,lfi,lfi,existing,aleatoire,1,7,2026-07-18,pre_campaign,campaign_factory_visit,L’atelier industriel de Saint-Nazaire,campaign,notable,3,factory_listen_shift,Renoncer au discours préparé et tenir une réunion avec l’équipe de nuit,POPULAIRE,grassroots_mobilization,factory_night_shift,L’équipe de nuit impose ses priorités,"Les échanges font remonter le coût des transports et les horaires de garde. Vous gagnez la confiance du site, mais aucune annonce nationale ne ressort.",151,2,0,,12.91,12.99,0.07,2,2,2,false,false
lfi:aleatoire:1,lfi,lfi,existing,aleatoire,1,8,2026-08-03,pre_campaign,campaign_endorsements_missing,Les parrainages restent sous le seuil,campaign,major,3,endorsements_cross_party,Négocier des parrainages pluralistes sans demander de soutien politique,INSTITUTIONNEL,negotiation,endorsements_pluralist_path,Le pluralisme protège la candidature,Des élus de sensibilités différentes acceptent de distinguer parrainage et soutien. La démarche renforce votre image institutionnelle et crée plusieurs dettes politiques limitées.,179,1,0,,12.99,13.9,0.91,2,1,5,false,false
lfi:aleatoire:1,lfi,lfi,existing,aleatoire,1,9,2026-08-16,campaign,media_fictional_editorial_support,Un soutien éditorial encombrant,media,,3,editorial_support_boundaries,Remercier pour l’accord ponctuel tout en publiant vos désaccords précis avec Gabriel Valès,TRANSPARENT,media_response,support_kept_at_distance,"Un accord limité, des frontières nettes","La mise au point évite la rupture théâtrale et empêche le soutien de devenir une alliance implicite. Elle consomme du temps médiatique, mais clarifie votre doctrine sur les libertés publiques.",192,2,0,,13.9,13.31,-0.59,1,1,2,false,false
lfi:aleatoire:1,lfi,lfi,existing,aleatoire,1,10,2026-08-30,campaign,internal_spokesperson_mistake,La porte-parole annonce trop tôt,internal,,3,spokesperson_adopt,Adopter immédiatement la baisse annoncée et demander à léquipe budgétaire de la financer,OPPORTUNISTE,program_shift,spokesperson_error_becomes_policy,L’erreur devient une mesure officielle,La proposition suscite un accueil favorable chez les salariés concernés et évite un démenti humiliant. Le financement improvisé affaiblit votre discipline budgétaire et donne aux porte-parole un précédent dangereux.,215,2,0,,13.31,13.32,0,1,1,3,false,false
lfi:aleatoire:1,lfi,lfi,existing,aleatoire,1,11,2026-09-13,campaign,world_housing_protest,Les tentes encerclent la préfecture,world,,3,housing_protest_building_contract,Signer avec la ville un objectif annuel de logements sociaux et un tableau public des permis,INSTITUTIONNEL,negotiation,housing_protest_building_target,Les permis deviennent un engagement public,Le tableau ne reloge personne cette nuit mais permet de mesurer la construction et les blocages fonciers. Les associations acceptent de discuter sans démonter les tentes avant des solutions d’urgence.,200,4,0,,13.32,13.48,0.16,1,1,3,false,false
lfi:aleatoire:1,lfi,lfi,existing,aleatoire,1,12,2026-09-29,campaign,program_institutions,La présidence que vous proposez,program,major,4,institutions_proportional,Introduire une dose majoritaire de proportionnelle et renforcer les droits du Parlement,INSTITUTIONNEL,policy_commitment,institutions_parliament_strengthened,Le Parlement gagne du poids,La réforme paraît compatible avec la Ve République tout en modifiant la représentation. Elle intéresse les partis susceptibles de devenir alliés et suscite les critiques de ceux qui redoutent des majorités instables.,216,2,0,initial_position,13.48,11,-2.48,1,5,5,false,false
lfi:aleatoire:1,lfi,lfi,existing,aleatoire,1,13,2026-10-13,campaign,campaign_bus_breakdown,Le car tombe en panne,campaign,routine,3,bus_cafe_exchange,Annuler la scène prévue et ouvrir un échange dans le café voisin,RISQUÉ,personal_risk,bus_cafe_improvised,Le café offre une conversation inattendue,"Quarante personnes discutent sans pupitre ni musique. La séquence touche par sa simplicité, mais l’équipe qui attendait à destination se sent abandonnée.",153,3,0,,11,13.82,2.82,5,1,3,false,false
lfi:aleatoire:1,lfi,lfi,existing,aleatoire,1,14,2026-11-02,campaign,party_lfi_program_dilemma,La désobéissance européenne doit être définie,party,major,3,lfi_program_coalition,Chercher dabord une coalition européenne et conditionner la désobéissance à léchec de cette démarche,RASSEMBLEUR,negotiation,lfi_program_european_coalition,La coalition précède le rapport de force,La méthode élargit vos reports et donne aux partenaires une chance de modifier les règles. Une partie de LFI y voit une condition susceptible de neutraliser la promesse de rupture.,180,3,0,initial_position,13.82,13.92,0.11,1,1,5,false,false
lfi:aleatoire:1,lfi,lfi,existing,aleatoire,1,15,2026-11-20,campaign,program_pensions,La ligne de départ des retraites,program,major,4,pensions_age_64,Maintenir l’âge légal à soixante-quatre ans avec des départs anticipés par durée de cotisation,TECHNIQUE,policy_commitment,pensions_age_funded,Une continuité assortie d’exceptions,Le financement paraît plus robuste que les scénarios concurrents et les départs anticipés limitent la dureté du signal. Les syndicats contestent néanmoins le maintien de l’âge et annoncent qu’ils en feront un sujet de campagne.,227,3,0,initial_position,13.92,14.13,0.21,1,1,5,false,false
lfi:aleatoire:1,lfi,lfi,existing,aleatoire,1,16,2026-12-07,official_campaign,internal_financial_review,Le contrôle interne signale trois factures,internal,major,3,financial_review_suspend,Suspendre les paiements concernés et confier les justificatifs à un expert-comptable indépendant,TRANSPARENT,legal_action,financial_review_independent_check,Les paiements attendent le contrôle,Le gel ralentit deux fournisseurs mais sécurise la trace documentaire. Maud Keravel soutient la décision et l’expert dispose d’un mandat écrit qui permettra de conclure sans pression politique.,193,3,0,,14.13,11.6,-2.53,1,3,5,true,false
lfi:aleatoire:1,lfi,lfi,existing,aleatoire,1,17,2026-12-20,official_campaign,debate_economy_round,Le duel sur les huit milliards,debate,decisive,4,economy_round_drop_measure,Retirer en direct la dépense non financée et annoncer la mise à jour du programme,TRANSPARENT,policy_commitment,economy_round_live_arbitration,Une promesse tombe sur le plateau,La décision surprend votre adversaire et prouve que la contrainte budgétaire a un effet réel. Les bénéficiaires de la mesure retirée apprennent cependant votre arbitrage en même temps que le pays.,196,2,0,initial_position,11.6,14.52,2.92,3,1,6,true,false
lfi:aleatoire:1,lfi,lfi,existing,aleatoire,1,18,2027-01-08,official_campaign,rare_fragmented_congress,Neuf groupes rendent la majorité incertaine,rare,decisive,3,fragmented_congress_new_election,Refuser toute coalition et annoncer que vous redonnerez la parole aux électeurs en cas de blocage durable,OFFENSIF,break,fragmented_congress_confrontation,La menace d’une nouvelle élection précède la première,Votre socle apprécie le refus des compromis de couloir et les électeurs modérés craignent une crise fabriquée. Les partis voisins cessent de vous considérer comme un partenaire disponible.,188,2,0,,14.52,14.46,-0.06,1,1,6,false,true
lfi:aleatoire:1,lfi,lfi,existing,aleatoire,1,19,2027-01-26,official_campaign,scandal_treasurer_invoices,Les factures sans pièce ressortent,scandal,decisive,3,treasurer_invoices_reimburse,Rembourser volontairement les trois dépenses à la campagne et retirer toute demande de remboursement public,PRUDENT,legal_action,treasurer_invoices_reimbursed,La campagne paie le coût de son dossier incomplet,"Le remboursement ne tranche pas la responsabilité, mais supprime le risque que des fonds publics couvrent les dépenses contestées. L’opposition y voit un aveu tandis que les juristes saluent une précaution claire.",213,3,0,,14.46,14.4,-0.07,1,1,6,true,false
lfi:aleatoire:1,lfi,lfi,existing,aleatoire,1,20,2027-02-12,official_campaign,alliance_poach_rival_cadre,Un cadre écologiste tenté par un ralliement,alliance,notable,3,poach_rival_cadre_private_talks,"Négocier en privé, sans aucune annonce avant un accord ferme",SECRET,negotiation,poach_rival_cadre_private,Une négociation discrète,"La discrétion protège la cadre concernée et évite une confrontation prématurée avec son mouvement. Rien n’est acquis, et une fuite dans la presse reste possible à tout moment.",175,1,0,,14.4,11.2,-3.2,1,3,3,false,false
