partyId,seedIndex,seed,followUpAgent,checkpointEventId,checkpointDecisionIndex,choiceId,choiceLabel,choiceTag,scoreAtCheckpointPlus0,scoreAtCheckpointPlus3,scoreAtCheckpointPlus8,finalFirstRoundScore,finalQualified,finalWon,finalScore,finalEndingId,ideologyMovementSinceBranch
lfi,5,branch-5,ideologiquement_coherent,scandal_donation_route,5,donation_route_return,Renvoyer immédiatement le don et transmettre le dossier à la commission des comptes,PRUDENT,12.36,13.02,13.77,17.4,true,false,76,runoff_defeat,3.8
lfi,5,branch-5,ideologiquement_coherent,scandal_donation_route,5,donation_route_verify,Geler le don sur un compte séparé et demander les justificatifs complets avant décision,TECHNIQUE,12.33,12.97,13.72,17.3,true,false,76,runoff_defeat,3.8
lfi,5,branch-5,ideologiquement_coherent,scandal_donation_route,5,donation_route_keep,Conserver le don sur la foi d’une attestation simple et répondre seulement si la commission interroge,RISQUÉ,12.13,12.68,13.43,17.1,true,false,76,runoff_defeat,3.8
ps,0,branch-0,aleatoire,media_silence_day,5,silence_publish_schedule,Maintenir la journée de travail et publier l’agenda précis des réunions programmatiques,PRUDENT,12.96,13.46,14.33,15.9,true,false,84,runoff_defeat,2.43
ps,0,branch-0,aleatoire,media_silence_day,5,silence_cancel_pause,Annuler la pause et accepter la première invitation au journal de vingt heures,RISQUÉ,12.82,12.96,13.91,14,true,false,77,runoff_defeat,8
ps,0,branch-0,ideologiquement_coherent,media_silence_day,5,silence_publish_schedule,Maintenir la journée de travail et publier l’agenda précis des réunions programmatiques,PRUDENT,12.96,13.16,14.67,16.8,true,true,93,president,5.4
ps,0,branch-0,ideologiquement_coherent,media_silence_day,5,silence_cancel_pause,Annuler la pause et accepter la première invitation au journal de vingt heures,RISQUÉ,12.82,12.96,14.57,16.8,true,true,93,president,5.4
ps,1,branch-1,aleatoire,program_family_reunification,5,family_reunification_extend_delay,Fixer à trois ans le délai de résidence requis avant regroupement familial,CLIVANT,12.21,12.26,13.1,17.6,true,true,93,president,7.18
ps,1,branch-1,aleatoire,program_family_reunification,5,family_reunification_faster_processing,Maintenir les délais actuels et accélérer l’instruction des dossiers,TECHNIQUE,12.77,13.36,14.2,17,true,true,91,president,7.82
ps,1,branch-1,aleatoire,program_family_reunification,5,family_reunification_resource_condition,Conditionner le regroupement à un niveau de ressources et de logement vérifié,TECHNIQUE,12.64,12.26,11.84,10.8,false,false,54,narrow_elimination,11.67
ps,1,branch-1,ideologiquement_coherent,program_family_reunification,5,family_reunification_extend_delay,Fixer à trois ans le délai de résidence requis avant regroupement familial,CLIVANT,12.21,12.67,13.55,17.6,true,true,93,president,12.06
ps,1,branch-1,ideologiquement_coherent,program_family_reunification,5,family_reunification_faster_processing,Maintenir les délais actuels et accélérer l’instruction des dossiers,TECHNIQUE,12.77,13.45,14.25,17.9,true,true,94,president,8.56
ps,1,branch-1,ideologiquement_coherent,program_family_reunification,5,family_reunification_resource_condition,Conditionner le regroupement à un niveau de ressources et de logement vérifié,TECHNIQUE,12.64,13.31,14.17,18,true,true,94,president,10.83
ps,2,branch-2,aleatoire,campaign_budget_arbitration,5,budget_cut_large_rallies,Annuler deux grands meetings et préserver les équipes départementales,PRUDENT,13.57,14.11,14.48,18.2,true,true,89,president,10.9
ps,2,branch-2,aleatoire,campaign_budget_arbitration,5,budget_cut_consultants,Rompre les contrats de conseil et internaliser le chiffrage du programme,TRANSPARENT,13.63,13.89,14.27,16.7,true,true,85,president,14.58
ps,2,branch-2,aleatoire,campaign_budget_arbitration,5,budget_emergency_fundraising,Lancer une collecte publique en publiant le besoin et chaque dépense prévue,RISQUÉ,13.6,14.12,14.73,16.1,true,false,77,runoff_defeat,14.7
ps,2,branch-2,ideologiquement_coherent,campaign_budget_arbitration,5,budget_cut_large_rallies,Annuler deux grands meetings et préserver les équipes départementales,PRUDENT,13.57,13.84,15,20.4,true,true,96,president,4.48
ps,2,branch-2,ideologiquement_coherent,campaign_budget_arbitration,5,budget_cut_consultants,Rompre les contrats de conseil et internaliser le chiffrage du programme,TRANSPARENT,13.63,13.92,15.08,20.4,true,true,96,president,4.48
ps,2,branch-2,ideologiquement_coherent,campaign_budget_arbitration,5,budget_emergency_fundraising,Lancer une collecte publique en publiant le besoin et chaque dépense prévue,RISQUÉ,13.6,13.88,15.04,20.5,true,true,97,president,4.48
ps,3,branch-3,aleatoire,world_floods,5,floods_cancel_donate,"Annuler le déplacement, mettre le local réservé à disposition des secours et suspendre la communication",PRUDENT,12.32,13.09,14.01,12.2,false,false,64,kingmaker,5.24
ps,3,branch-3,aleatoire,world_floods,5,floods_visit_later,Reporter la visite de quarante-huit heures et annoncer un fonds d’adaptation pour les communes exposées,INSTITUTIONNEL,12.34,12.75,12.22,11.4,false,false,54,kingmaker,9.36
ps,3,branch-3,aleatoire,world_floods,5,floods_go_now,Rejoindre immédiatement un centre de coordination sans caméra et suivre les tâches attribuées,RISQUÉ,12.18,12.81,13.93,13,false,false,65,kingmaker,4.24
ps,3,branch-3,ideologiquement_coherent,world_floods,5,floods_cancel_donate,"Annuler le déplacement, mettre le local réservé à disposition des secours et suspendre la communication",PRUDENT,12.32,13.47,15.05,14.6,true,false,83,runoff_defeat,4.82
ps,3,branch-3,ideologiquement_coherent,world_floods,5,floods_visit_later,Reporter la visite de quarante-huit heures et annoncer un fonds d’adaptation pour les communes exposées,INSTITUTIONNEL,12.34,13.5,14.98,14.4,true,false,82,runoff_defeat,7.81
ps,3,branch-3,ideologiquement_coherent,world_floods,5,floods_go_now,Rejoindre immédiatement un centre de coordination sans caméra et suivre les tâches attribuées,RISQUÉ,12.18,13.27,14.88,14.5,true,false,83,runoff_defeat,4.82
ps,4,branch-4,aleatoire,media_documentary_access,5,documentary_rules,Ouvrir les réunions logistiques mais protéger les échanges personnels et les négociations confidentielles,PRUDENT,12.04,12.6,12.82,18.7,true,true,89,president,6.88
ps,4,branch-4,aleatoire,media_documentary_access,5,documentary_full_access,"Accorder l’accès complet, y compris aux arbitrages et aux désaccords de l’équipe",RISQUÉ,11.82,12.61,13.38,19.2,true,true,94,president,13.21
ps,4,branch-4,aleatoire,media_documentary_access,5,documentary_refuse_publish,Refuser le tournage et publier chaque semaine un compte rendu écrit des décisions internes,TRANSPARENT,12.01,12.48,13.25,18.8,true,true,94,president,6.88
ps,4,branch-4,ideologiquement_coherent,media_documentary_access,5,documentary_rules,Ouvrir les réunions logistiques mais protéger les échanges personnels et les négociations confidentielles,PRUDENT,12.04,12.93,14.02,20.2,true,true,96,president,6.82
ps,4,branch-4,ideologiquement_coherent,media_documentary_access,5,documentary_full_access,"Accorder l’accès complet, y compris aux arbitrages et aux désaccords de l’équipe",RISQUÉ,11.82,12.61,13.67,19.7,true,true,95,president,3.76
ps,4,branch-4,ideologiquement_coherent,media_documentary_access,5,documentary_refuse_publish,Refuser le tournage et publier chaque semaine un compte rendu écrit des décisions internes,TRANSPARENT,12.01,12.89,13.87,20.2,true,true,96,president,9.86
ps,5,branch-5,aleatoire,scandal_plagiarized_report,5,plagiarized_report_correct,"Retirer la note, citer chaque source et republier une version distinguant données et propositions",TRANSPARENT,12.74,13.34,14.48,16.2,true,true,89,president,6.52
ps,5,branch-5,aleatoire,scandal_plagiarized_report,5,plagiarized_report_author,Suspendre la responsable fictive de la note et commander une revue de tous les documents publiés,OFFENSIF,12.69,13.34,14.16,15.4,true,true,88,president,4.33
ps,5,branch-5,aleatoire,scandal_plagiarized_report,5,plagiarized_report_public_domain,Maintenir la note et défendre le droit de réutiliser les données d’un rapport public,CLIVANT,12.43,12.95,14.42,16.6,true,true,91,president,6.72
ps,5,branch-5,ideologiquement_coherent,scandal_plagiarized_report,5,plagiarized_report_correct,"Retirer la note, citer chaque source et republier une version distinguant données et propositions",TRANSPARENT,12.74,13.32,14.3,17,true,true,93,president,12.75
ps,5,branch-5,ideologiquement_coherent,scandal_plagiarized_report,5,plagiarized_report_author,Suspendre la responsable fictive de la note et commander une revue de tous les documents publiés,OFFENSIF,12.69,13.23,14.22,16.8,true,true,92,president,12.75
ps,5,branch-5,ideologiquement_coherent,scandal_plagiarized_report,5,plagiarized_report_public_domain,Maintenir la note et défendre le droit de réutiliser les données d’un rapport public,CLIVANT,12.43,12.84,13.84,16.8,true,true,92,president,12.75
ecologistes,0,branch-0,aleatoire,media_fictional_editorial_support,5,editorial_support_boundaries,Remercier pour l’accord ponctuel tout en publiant vos désaccords précis avec Gabriel Valès,TRANSPARENT,11.88,12.12,13.02,12,false,false,59,kingmaker,9.32
ecologistes,0,branch-0,aleatoire,media_fictional_editorial_support,5,editorial_support_reject,Refuser explicitement ce soutien et retirer Gabriel Valès de toute invitation de campagne,CLIVANT,11.81,12.18,13.14,13.4,true,false,76,runoff_defeat,7.05
ecologistes,0,branch-0,aleatoire,media_fictional_editorial_support,5,editorial_support_meeting,Inviter Gabriel Valès à débattre publiquement de vos divergences au prochain meeting,RISQUÉ,11.67,11.81,12.79,12.5,false,false,59,kingmaker,24.82
ecologistes,0,branch-0,ideologiquement_coherent,media_fictional_editorial_support,5,editorial_support_boundaries,Remercier pour l’accord ponctuel tout en publiant vos désaccords précis avec Gabriel Valès,TRANSPARENT,11.88,12.28,13.47,14.3,true,true,86,president,4.23
ecologistes,0,branch-0,ideologiquement_coherent,media_fictional_editorial_support,5,editorial_support_reject,Refuser explicitement ce soutien et retirer Gabriel Valès de toute invitation de campagne,CLIVANT,11.81,12.18,13.36,14.3,true,true,87,president,4.23
ecologistes,0,branch-0,ideologiquement_coherent,media_fictional_editorial_support,5,editorial_support_meeting,Inviter Gabriel Valès à débattre publiquement de vos divergences au prochain meeting,RISQUÉ,11.67,11.96,13.16,14.1,true,false,80,runoff_defeat,4.23
ecologistes,1,branch-1,aleatoire,program_digital_rights,5,digital_rights_age_verification,Créer une majorité numérique à seize ans avec vérification d’âge obligatoire,CLIVANT,11.87,10.88,10.72,13.5,true,true,77,president,19.66
ecologistes,1,branch-1,aleatoire,program_digital_rights,5,digital_rights_moderation_only,Doubler les moyens de modération sans nouvelle obligation d’identification en ligne,PRUDENT,11.81,11.7,11.44,14,true,true,81,president,16.27
ecologistes,1,branch-1,aleatoire,program_digital_rights,5,digital_rights_independent_authority,Confier la régulation à une autorité indépendante dotée de pouvoirs de sanction,INSTITUTIONNEL,11.97,11.93,11.98,13.7,true,true,81,president,13.21
ecologistes,1,branch-1,ideologiquement_coherent,program_digital_rights,5,digital_rights_age_verification,Créer une majorité numérique à seize ans avec vérification d’âge obligatoire,CLIVANT,11.87,12.64,13.61,16.3,true,true,90,president,8.19
ecologistes,1,branch-1,ideologiquement_coherent,program_digital_rights,5,digital_rights_moderation_only,Doubler les moyens de modération sans nouvelle obligation d’identification en ligne,PRUDENT,11.81,12.56,13.53,16.2,true,true,89,president,4.34
ecologistes,1,branch-1,ideologiquement_coherent,program_digital_rights,5,digital_rights_independent_authority,Confier la régulation à une autorité indépendante dotée de pouvoirs de sanction,INSTITUTIONNEL,11.97,12.79,13.74,16.3,true,true,90,president,6.79
ecologistes,2,branch-2,aleatoire,campaign_budget_arbitration,5,budget_cut_large_rallies,Annuler deux grands meetings et préserver les équipes départementales,PRUDENT,11.11,11.77,13.1,12.8,false,false,59,kingmaker,21.57
ecologistes,2,branch-2,aleatoire,campaign_budget_arbitration,5,budget_cut_consultants,Rompre les contrats de conseil et internaliser le chiffrage du programme,TRANSPARENT,11.16,11.88,12.47,13.1,false,false,63,kingmaker,18.63
ecologistes,2,branch-2,aleatoire,campaign_budget_arbitration,5,budget_emergency_fundraising,Lancer une collecte publique en publiant le besoin et chaque dépense prévue,RISQUÉ,11.14,11.38,12.65,15.4,true,true,89,president,18.23
ecologistes,2,branch-2,ideologiquement_coherent,campaign_budget_arbitration,5,budget_cut_large_rallies,Annuler deux grands meetings et préserver les équipes départementales,PRUDENT,11.11,11.41,12.28,14.1,true,true,86,president,12.66
ecologistes,2,branch-2,ideologiquement_coherent,campaign_budget_arbitration,5,budget_cut_consultants,Rompre les contrats de conseil et internaliser le chiffrage du programme,TRANSPARENT,11.16,11.49,12.36,14.1,true,true,86,president,12.66
ecologistes,2,branch-2,ideologiquement_coherent,campaign_budget_arbitration,5,budget_emergency_fundraising,Lancer une collecte publique en publiant le besoin et chaque dépense prévue,RISQUÉ,11.14,11.45,12.32,14.2,true,true,86,president,12.66
ecologistes,3,branch-3,aleatoire,world_floods,5,floods_cancel_donate,"Annuler le déplacement, mettre le local réservé à disposition des secours et suspendre la communication",PRUDENT,11.73,12.34,13.45,12.2,false,false,62,kingmaker,7.4
ecologistes,3,branch-3,aleatoire,world_floods,5,floods_visit_later,Reporter la visite de quarante-huit heures et annoncer un fonds d’adaptation pour les communes exposées,INSTITUTIONNEL,11.77,11.88,12.61,11.9,false,false,60,kingmaker,16.21
ecologistes,3,branch-3,aleatoire,world_floods,5,floods_go_now,Rejoindre immédiatement un centre de coordination sans caméra et suivre les tâches attribuées,RISQUÉ,11.59,12.12,13.21,12.2,false,false,61,kingmaker,6.91
ecologistes,3,branch-3,ideologiquement_coherent,world_floods,5,floods_cancel_donate,"Annuler le déplacement, mettre le local réservé à disposition des secours et suspendre la communication",PRUDENT,11.73,12.93,14.14,14.2,true,false,80,runoff_defeat,15.93
ecologistes,3,branch-3,ideologiquement_coherent,world_floods,5,floods_visit_later,Reporter la visite de quarante-huit heures et annoncer un fonds d’adaptation pour les communes exposées,INSTITUTIONNEL,11.77,12.98,14.09,14.1,true,false,79,runoff_defeat,9.85
ecologistes,3,branch-3,ideologiquement_coherent,world_floods,5,floods_go_now,Rejoindre immédiatement un centre de coordination sans caméra et suivre les tâches attribuées,RISQUÉ,11.59,12.72,13.94,14.1,true,false,79,runoff_defeat,15.93
ecologistes,4,branch-4,aleatoire,media_documentary_access,5,documentary_rules,Ouvrir les réunions logistiques mais protéger les échanges personnels et les négociations confidentielles,PRUDENT,10.95,11.33,11.91,11.9,false,false,59,kingmaker,17.04
ecologistes,4,branch-4,aleatoire,media_documentary_access,5,documentary_full_access,"Accorder l’accès complet, y compris aux arbitrages et aux désaccords de l’équipe",RISQUÉ,10.73,11.25,12.21,10,false,false,46,honorable_campaign,23.76
ecologistes,4,branch-4,aleatoire,media_documentary_access,5,documentary_refuse_publish,Refuser le tournage et publier chaque semaine un compte rendu écrit des décisions internes,TRANSPARENT,10.93,11.4,12.22,11.5,false,false,57,kingmaker,7.96
ecologistes,4,branch-4,ideologiquement_coherent,media_documentary_access,5,documentary_rules,Ouvrir les réunions logistiques mais protéger les échanges personnels et les négociations confidentielles,PRUDENT,10.95,11.57,12.86,13.6,false,false,63,retirement,17.57
ecologistes,4,branch-4,ideologiquement_coherent,media_documentary_access,5,documentary_full_access,"Accorder l’accès complet, y compris aux arbitrages et aux désaccords de l’équipe",RISQUÉ,10.73,11.25,12.69,13.3,false,false,64,retirement,12.27
ecologistes,4,branch-4,ideologiquement_coherent,media_documentary_access,5,documentary_refuse_publish,Refuser le tournage et publier chaque semaine un compte rendu écrit des décisions internes,TRANSPARENT,10.93,11.53,12.37,13.5,false,false,65,retirement,16.68
ecologistes,5,branch-5,aleatoire,scandal_donation_route,5,donation_route_return,Renvoyer immédiatement le don et transmettre le dossier à la commission des comptes,PRUDENT,11.21,11.04,10.61,9.2,false,false,44,honorable_campaign,10.43
ecologistes,5,branch-5,aleatoire,scandal_donation_route,5,donation_route_verify,Geler le don sur un compte séparé et demander les justificatifs complets avant décision,TECHNIQUE,11.18,11.52,10.92,10.8,false,false,51,honorable_campaign,17.11
ecologistes,5,branch-5,aleatoire,scandal_donation_route,5,donation_route_keep,Conserver le don sur la foi d’une attestation simple et répondre seulement si la commission interroge,RISQUÉ,10.98,11.41,11.94,10.8,false,false,52,honorable_campaign,18.03
ecologistes,5,branch-5,ideologiquement_coherent,scandal_donation_route,5,donation_route_return,Renvoyer immédiatement le don et transmettre le dossier à la commission des comptes,PRUDENT,11.21,11.67,12.62,12.8,true,true,82,president,11.77
ecologistes,5,branch-5,ideologiquement_coherent,scandal_donation_route,5,donation_route_verify,Geler le don sur un compte séparé et demander les justificatifs complets avant décision,TECHNIQUE,11.18,11.62,12.57,12.8,true,true,82,president,11.77
ecologistes,5,branch-5,ideologiquement_coherent,scandal_donation_route,5,donation_route_keep,Conserver le don sur la foi d’une attestation simple et répondre seulement si la commission interroge,RISQUÉ,10.98,11.32,12.28,12.7,false,false,62,kingmaker,11.77
renaissance,0,branch-0,aleatoire,internal_major_donor,5,major_donor_public_roundtable,"Inviter le donateur à une table ronde publique avec syndicats, PME et associations",TRANSPARENT,13.7,13.85,13.97,13.3,true,true,74,president,11.36
renaissance,0,branch-0,aleatoire,internal_major_donor,5,major_donor_written_input,Refuser le tête-à-tête et proposer une contribution écrite publiée avec votre réponse,PRUDENT,13.73,13.35,13.33,12.9,true,true,71,president,7.47
renaissance,0,branch-0,aleatoire,internal_major_donor,5,major_donor_private,Accepter le rendez-vous sans caméra et publier seulement la liste des sujets abordés,RISQUÉ,13.48,13.44,13.68,12.6,false,false,55,kingmaker,12.85
renaissance,0,branch-0,ideologiquement_coherent,internal_major_donor,5,major_donor_public_roundtable,"Inviter le donateur à une table ronde publique avec syndicats, PME et associations",TRANSPARENT,13.7,14.07,14.33,14.1,true,true,78,president,6.22
renaissance,0,branch-0,ideologiquement_coherent,internal_major_donor,5,major_donor_written_input,Refuser le tête-à-tête et proposer une contribution écrite publiée avec votre réponse,PRUDENT,13.73,14.13,14.38,14.2,true,true,78,president,6.22
renaissance,0,branch-0,ideologiquement_coherent,internal_major_donor,5,major_donor_private,Accepter le rendez-vous sans caméra et publier seulement la liste des sujets abordés,RISQUÉ,13.48,13.82,14.13,14,true,true,78,president,6.22
renaissance,1,branch-1,aleatoire,program_family_reunification,5,family_reunification_extend_delay,Fixer à trois ans le délai de résidence requis avant regroupement familial,CLIVANT,13.25,13.01,13.69,13.9,true,true,68,president,5.65
renaissance,1,branch-1,aleatoire,program_family_reunification,5,family_reunification_faster_processing,Maintenir les délais actuels et accélérer l’instruction des dossiers,TECHNIQUE,13.78,14.27,14.33,14.3,true,true,73,president,5.1
renaissance,1,branch-1,aleatoire,program_family_reunification,5,family_reunification_resource_condition,Conditionner le regroupement à un niveau de ressources et de logement vérifié,TECHNIQUE,13.68,13.4,13.59,12.6,true,true,68,president,7.88
renaissance,1,branch-1,ideologiquement_coherent,program_family_reunification,5,family_reunification_extend_delay,Fixer à trois ans le délai de résidence requis avant regroupement familial,CLIVANT,13.25,13.6,14.17,14.8,true,true,75,president,5.01
renaissance,1,branch-1,ideologiquement_coherent,program_family_reunification,5,family_reunification_faster_processing,Maintenir les délais actuels et accélérer l’instruction des dossiers,TECHNIQUE,13.78,14.33,14.86,15.3,true,true,78,president,3.17
renaissance,1,branch-1,ideologiquement_coherent,program_family_reunification,5,family_reunification_resource_condition,Conditionner le regroupement à un niveau de ressources et de logement vérifié,TECHNIQUE,13.68,14.23,14.79,15.4,true,true,78,president,3.78
renaissance,2,branch-2,aleatoire,campaign_budget_arbitration,5,budget_cut_large_rallies,Annuler deux grands meetings et préserver les équipes départementales,PRUDENT,13.36,14.17,15.31,13.8,true,true,77,president,13.75
renaissance,2,branch-2,aleatoire,campaign_budget_arbitration,5,budget_cut_consultants,Rompre les contrats de conseil et internaliser le chiffrage du programme,TRANSPARENT,13.41,14.33,15.04,19,true,true,84,president,13.33
renaissance,2,branch-2,aleatoire,campaign_budget_arbitration,5,budget_emergency_fundraising,Lancer une collecte publique en publiant le besoin et chaque dépense prévue,RISQUÉ,13.38,13.95,14.56,18,true,true,83,president,13.06
renaissance,2,branch-2,ideologiquement_coherent,campaign_budget_arbitration,5,budget_cut_large_rallies,Annuler deux grands meetings et préserver les équipes départementales,PRUDENT,13.36,14.47,15.91,20.5,true,true,89,president,13.24
renaissance,2,branch-2,ideologiquement_coherent,campaign_budget_arbitration,5,budget_cut_consultants,Rompre les contrats de conseil et internaliser le chiffrage du programme,TRANSPARENT,13.41,14.54,15.98,20.5,true,true,89,president,13.24
renaissance,2,branch-2,ideologiquement_coherent,campaign_budget_arbitration,5,budget_emergency_fundraising,Lancer une collecte publique en publiant le besoin et chaque dépense prévue,RISQUÉ,13.38,14.51,15.94,20.5,true,true,89,president,13.24
